come to clGetPlatformIDs 0 (nil) 0xbe997ccc 0
come to createhashmaps
call real func
real function no?
get numplatforms 2
come to clGetPlatformIDs 2 0x17dfa00 (nil) 1
1586517716.230208	clEnqueueNDRangeKernel	0.002602	0.002602
1586517716.230224	clsched_kernel_launch	0.002639	0.002639
1586517716.231117	clEnqueueNDRangeKernel	0.003476	0.000875
1586517716.231125	clsched_kernel_launch	0.003532	0.000894
1586517716.231913	clEnqueueNDRangeKernel	0.004248	0.000772
1586517716.231920	clsched_kernel_launch	0.004321	0.000789
1586517716.232717	clEnqueueNDRangeKernel	0.005029	0.000781
1586517716.232723	clsched_kernel_launch	0.005119	0.000798
1586517716.233535	clEnqueueNDRangeKernel	0.005825	0.000796
1586517716.233543	clsched_kernel_launch	0.005933	0.000814
1586517716.234408	clEnqueueNDRangeKernel	0.006670	0.000844
1586517716.234416	clsched_kernel_launch	0.006800	0.000867
1586517716.235178	clEnqueueNDRangeKernel	0.007416	0.000746
1586517716.235185	clsched_kernel_launch	0.007563	0.000763
1586517716.235963	clEnqueueNDRangeKernel	0.008179	0.000763
1586517716.235970	clsched_kernel_launch	0.008343	0.000779
1586517716.236758	clEnqueueNDRangeKernel	0.008953	0.000773
1586517716.236765	clsched_kernel_launch	0.009132	0.000790
1586517716.237581	clEnqueueNDRangeKernel	0.009754	0.000801
1586517716.237587	clsched_kernel_launch	0.009949	0.000817
1586517716.238462	clEnqueueNDRangeKernel	0.010614	0.000860
1586517716.238471	clsched_kernel_launch	0.010827	0.000878
1586517716.239337	clEnqueueNDRangeKernel	0.011462	0.000848
1586517716.239343	clsched_kernel_launch	0.011693	0.000866
1586517716.240141	clEnqueueNDRangeKernel	0.012245	0.000783
1586517716.240148	clsched_kernel_launch	0.012491	0.000799
1586517716.241027	clEnqueueNDRangeKernel	0.013111	0.000866
1586517716.241036	clsched_kernel_launch	0.013374	0.000883
1586517716.241845	clEnqueueNDRangeKernel	0.013905	0.000794
1586517716.241852	clsched_kernel_launch	0.014184	0.000810
1586517716.242679	clEnqueueNDRangeKernel	0.014718	0.000813
1586517716.242686	clsched_kernel_launch	0.015013	0.000829
1586517716.242780	clsched_decompose	0.015212	0.015212
1586517716.244234	clEnqueueNDRangeKernel	0.016130	0.001412
1586517716.244242	clsched_kernel_launch	0.016444	0.001430
1586517716.244684	clEnqueueNDRangeKernel	0.016555	0.000426
1586517716.244692	clsched_kernel_launch	0.016887	0.000444
1586517716.245130	clEnqueueNDRangeKernel	0.016977	0.000422
1586517716.245137	clsched_kernel_launch	0.017327	0.000440
1586517716.245563	clEnqueueNDRangeKernel	0.017388	0.000411
1586517716.245570	clsched_kernel_launch	0.017755	0.000428
1586517716.245980	clEnqueueNDRangeKernel	0.017784	0.000396
1586517716.245987	clsched_kernel_launch	0.018167	0.000412
1586517716.246389	clEnqueueNDRangeKernel	0.018172	0.000388
1586517716.246396	clsched_kernel_launch	0.018570	0.000404
1586517716.246818	clEnqueueNDRangeKernel	0.018580	0.000408
1586517716.246825	clsched_kernel_launch	0.018994	0.000423
1586517716.247280	clEnqueueNDRangeKernel	0.019022	0.000442
1586517716.247287	clsched_kernel_launch	0.019451	0.000457
1586517716.247715	clEnqueueNDRangeKernel	0.019435	0.000413
1586517716.247722	clsched_kernel_launch	0.019880	0.000429
1586517716.248200	clEnqueueNDRangeKernel	0.019898	0.000463
1586517716.248209	clsched_kernel_launch	0.020361	0.000481
1586517716.248667	clEnqueueNDRangeKernel	0.020340	0.000442
1586517716.248675	clsched_kernel_launch	0.020821	0.000460
1586517716.249098	clEnqueueNDRangeKernel	0.020748	0.000408
1586517716.249104	clsched_kernel_launch	0.021245	0.000424
1586517716.249541	clEnqueueNDRangeKernel	0.021171	0.000422
1586517716.249547	clsched_kernel_launch	0.021683	0.000437
1586517716.249985	clEnqueueNDRangeKernel	0.021594	0.000423
1586517716.249991	clsched_kernel_launch	0.022121	0.000439
1586517716.250421	clEnqueueNDRangeKernel	0.022009	0.000416
1586517716.250427	clsched_kernel_launch	0.022552	0.000431
1586517716.250890	clEnqueueNDRangeKernel	0.022458	0.000448
1586517716.250897	clsched_kernel_launch	0.023016	0.000464
1586517716.251024	clsched_decompose	0.023429	0.008218
1586517716.309828	clEnqueueNDRangeKernel	0.025363	0.002905
1586517716.309848	clsched_kernel_launch	0.025960	0.002944
1586517716.311111	clEnqueueNDRangeKernel	0.026514	0.001151
1586517716.311124	clsched_kernel_launch	0.027143	0.001182
1586517716.312516	clEnqueueNDRangeKernel	0.027883	0.001369
1586517716.312528	clsched_kernel_launch	0.028539	0.001396
1586517716.313510	clEnqueueNDRangeKernel	0.028844	0.000961
1586517716.313522	clsched_kernel_launch	0.029526	0.000987
1586517716.314430	clEnqueueNDRangeKernel	0.029731	0.000887
1586517716.314440	clsched_kernel_launch	0.030438	0.000912
1586517716.315345	clEnqueueNDRangeKernel	0.030617	0.000886
1586517716.315356	clsched_kernel_launch	0.031347	0.000909
1586517716.316275	clEnqueueNDRangeKernel	0.031516	0.000899
1586517716.316286	clsched_kernel_launch	0.032270	0.000923
1586517716.317199	clEnqueueNDRangeKernel	0.032412	0.000896
1586517716.317211	clsched_kernel_launch	0.033189	0.000919
1586517716.318108	clEnqueueNDRangeKernel	0.033291	0.000879
1586517716.318118	clsched_kernel_launch	0.034090	0.000901
1586517716.319233	clEnqueueNDRangeKernel	0.034388	0.001097
1586517716.319245	clsched_kernel_launch	0.035211	0.001121
1586517716.320082	clEnqueueNDRangeKernel	0.035203	0.000815
1586517716.320090	clsched_kernel_launch	0.036049	0.000838
1586517716.320911	clEnqueueNDRangeKernel	0.036007	0.000804
1586517716.320919	clsched_kernel_launch	0.036872	0.000823
1586517716.321683	clEnqueueNDRangeKernel	0.036756	0.000749
1586517716.321690	clsched_kernel_launch	0.037637	0.000766
1586517716.322508	clEnqueueNDRangeKernel	0.037559	0.000803
1586517716.322514	clsched_kernel_launch	0.038456	0.000819
1586517716.323354	clEnqueueNDRangeKernel	0.038384	0.000825
1586517716.323361	clsched_kernel_launch	0.039297	0.000841
1586517716.324230	clEnqueueNDRangeKernel	0.039240	0.000855
1586517716.324237	clsched_kernel_launch	0.040169	0.000871
1586517716.324342	clsched_decompose	0.040877	0.017448
1586517716.325493	clEnqueueNDRangeKernel	0.040339	0.001099
1586517716.325505	clsched_kernel_launch	0.041289	0.001121
1586517716.325932	clEnqueueNDRangeKernel	0.040746	0.000408
1586517716.325940	clsched_kernel_launch	0.041718	0.000428
1586517716.326345	clEnqueueNDRangeKernel	0.041136	0.000390
1586517716.326351	clsched_kernel_launch	0.042124	0.000406
1586517716.326750	clEnqueueNDRangeKernel	0.041520	0.000384
1586517716.326756	clsched_kernel_launch	0.042524	0.000400
1586517716.327153	clEnqueueNDRangeKernel	0.041902	0.000382
1586517716.327160	clsched_kernel_launch	0.042922	0.000398
1586517716.327570	clEnqueueNDRangeKernel	0.042297	0.000395
1586517716.327577	clsched_kernel_launch	0.043333	0.000412
1586517716.328005	clEnqueueNDRangeKernel	0.042711	0.000414
1586517716.328012	clsched_kernel_launch	0.043763	0.000430
1586517716.328472	clEnqueueNDRangeKernel	0.043158	0.000447
1586517716.328480	clsched_kernel_launch	0.044225	0.000463
1586517716.328910	clEnqueueNDRangeKernel	0.043574	0.000416
1586517716.328916	clsched_kernel_launch	0.044657	0.000431
1586517716.329348	clEnqueueNDRangeKernel	0.043991	0.000417
1586517716.329354	clsched_kernel_launch	0.045089	0.000432
1586517716.329801	clEnqueueNDRangeKernel	0.044424	0.000433
1586517716.329808	clsched_kernel_launch	0.045538	0.000449
1586517716.330274	clEnqueueNDRangeKernel	0.044875	0.000452
1586517716.330281	clsched_kernel_launch	0.046006	0.000468
1586517716.330730	clEnqueueNDRangeKernel	0.045310	0.000434
1586517716.330737	clsched_kernel_launch	0.046456	0.000450
1586517716.331161	clEnqueueNDRangeKernel	0.045720	0.000411
1586517716.331168	clsched_kernel_launch	0.046882	0.000426
1586517716.331572	clEnqueueNDRangeKernel	0.046110	0.000390
1586517716.331578	clsched_kernel_launch	0.047288	0.000405
1586517716.331987	clEnqueueNDRangeKernel	0.046504	0.000394
1586517716.331994	clsched_kernel_launch	0.047698	0.000410
1586517716.332090	clsched_decompose	0.048588	0.007711
1586517716.351627	clEnqueueNDRangeKernel	0.049219	0.002715
1586517716.351647	clsched_kernel_launch	0.050499	0.002801
1586517716.352548	clEnqueueNDRangeKernel	0.050092	0.000873
1586517716.352558	clsched_kernel_launch	0.051401	0.000902
1586517716.353526	clEnqueueNDRangeKernel	0.051043	0.000950
1586517716.353536	clsched_kernel_launch	0.052373	0.000971
1586517716.354448	clEnqueueNDRangeKernel	0.051863	0.000821
1586517716.354460	clsched_kernel_launch	0.053220	0.000847
1586517716.355244	clEnqueueNDRangeKernel	0.052630	0.000767
1586517716.355252	clsched_kernel_launch	0.054006	0.000786
1586517716.356021	clEnqueueNDRangeKernel	0.053384	0.000754
1586517716.356028	clsched_kernel_launch	0.054777	0.000771
1586517716.356802	clEnqueueNDRangeKernel	0.054143	0.000759
1586517716.356809	clsched_kernel_launch	0.055552	0.000775
1586517716.357583	clEnqueueNDRangeKernel	0.054902	0.000759
1586517716.357589	clsched_kernel_launch	0.056327	0.000775
1586517716.358360	clEnqueueNDRangeKernel	0.055657	0.000755
1586517716.358367	clsched_kernel_launch	0.057099	0.000772
1586517716.359199	clEnqueueNDRangeKernel	0.056475	0.000818
1586517716.359206	clsched_kernel_launch	0.057933	0.000834
1586517716.360005	clEnqueueNDRangeKernel	0.057259	0.000784
1586517716.360012	clsched_kernel_launch	0.058733	0.000800
1586517716.360809	clEnqueueNDRangeKernel	0.058042	0.000783
1586517716.360816	clsched_kernel_launch	0.059532	0.000799
1586517716.361587	clEnqueueNDRangeKernel	0.058798	0.000757
1586517716.361594	clsched_kernel_launch	0.060304	0.000772
1586517716.362396	clEnqueueNDRangeKernel	0.059586	0.000788
1586517716.362402	clsched_kernel_launch	0.061108	0.000803
1586517716.363194	clEnqueueNDRangeKernel	0.060363	0.000777
1586517716.363200	clsched_kernel_launch	0.061900	0.000793
1586517716.364007	clEnqueueNDRangeKernel	0.061155	0.000792
1586517716.364013	clsched_kernel_launch	0.062707	0.000807
1586517716.364112	clsched_decompose	0.063886	0.015298
1586517716.365532	clEnqueueNDRangeKernel	0.062522	0.001367
1586517716.365540	clsched_kernel_launch	0.064092	0.001385
1586517716.366031	clEnqueueNDRangeKernel	0.062998	0.000476
1586517716.366038	clsched_kernel_launch	0.064585	0.000493
1586517716.366495	clEnqueueNDRangeKernel	0.063438	0.000441
1586517716.366502	clsched_kernel_launch	0.065043	0.000458
1586517716.366933	clEnqueueNDRangeKernel	0.063855	0.000417
1586517716.366940	clsched_kernel_launch	0.065476	0.000433
1586517716.367408	clEnqueueNDRangeKernel	0.064309	0.000454
1586517716.367414	clsched_kernel_launch	0.065946	0.000469
1586517716.367844	clEnqueueNDRangeKernel	0.064724	0.000415
1586517716.367851	clsched_kernel_launch	0.066377	0.000431
1586517716.368301	clEnqueueNDRangeKernel	0.065159	0.000435
1586517716.368308	clsched_kernel_launch	0.066828	0.000452
1586517716.368800	clEnqueueNDRangeKernel	0.065636	0.000478
1586517716.368807	clsched_kernel_launch	0.067322	0.000494
1586517716.369268	clEnqueueNDRangeKernel	0.066083	0.000447
1586517716.369275	clsched_kernel_launch	0.067785	0.000463
1586517716.369783	clEnqueueNDRangeKernel	0.066576	0.000493
1586517716.369791	clsched_kernel_launch	0.068295	0.000510
1586517716.370324	clEnqueueNDRangeKernel	0.067094	0.000518
1586517716.370331	clsched_kernel_launch	0.068830	0.000534
1586517716.370818	clEnqueueNDRangeKernel	0.067566	0.000472
1586517716.370826	clsched_kernel_launch	0.069319	0.000490
1586517716.371312	clEnqueueNDRangeKernel	0.068035	0.000469
1586517716.371319	clsched_kernel_launch	0.069807	0.000487
1586517716.371781	clEnqueueNDRangeKernel	0.068481	0.000446
1586517716.371788	clsched_kernel_launch	0.070270	0.000463
1586517716.372319	clEnqueueNDRangeKernel	0.068998	0.000517
1586517716.372326	clsched_kernel_launch	0.070803	0.000533
1586517716.372786	clEnqueueNDRangeKernel	0.069443	0.000445
1586517716.372793	clsched_kernel_launch	0.071264	0.000461
1586517716.372928	clsched_decompose	0.072664	0.008778
1586517716.391832	clEnqueueNDRangeKernel	0.071990	0.002548
1586517716.391851	clsched_kernel_launch	0.073849	0.002585
1586517716.392921	clEnqueueNDRangeKernel	0.073036	0.001046
1586517716.392933	clsched_kernel_launch	0.074924	0.001075
1586517716.393803	clEnqueueNDRangeKernel	0.073888	0.000851
1586517716.393814	clsched_kernel_launch	0.075799	0.000875
1586517716.394709	clEnqueueNDRangeKernel	0.074764	0.000876
1586517716.394719	clsched_kernel_launch	0.076697	0.000898
1586517716.395549	clEnqueueNDRangeKernel	0.075576	0.000812
1586517716.395556	clsched_kernel_launch	0.077528	0.000832
1586517716.396493	clEnqueueNDRangeKernel	0.076427	0.000851
1586517716.396500	clsched_kernel_launch	0.078398	0.000869
1586517716.397319	clEnqueueNDRangeKernel	0.077231	0.000804
1586517716.397326	clsched_kernel_launch	0.079218	0.000820
1586517716.398132	clEnqueueNDRangeKernel	0.078023	0.000792
1586517716.398139	clsched_kernel_launch	0.080025	0.000808
1586517716.398942	clEnqueueNDRangeKernel	0.078811	0.000788
1586517716.398949	clsched_kernel_launch	0.080829	0.000804
1586517716.399765	clEnqueueNDRangeKernel	0.079613	0.000802
1586517716.399773	clsched_kernel_launch	0.081648	0.000819
1586517716.400589	clEnqueueNDRangeKernel	0.080414	0.000801
1586517716.400598	clsched_kernel_launch	0.082468	0.000819
1586517716.401407	clEnqueueNDRangeKernel	0.081208	0.000794
1586517716.401414	clsched_kernel_launch	0.083278	0.000810
1586517716.402175	clEnqueueNDRangeKernel	0.081954	0.000746
1586517716.402182	clsched_kernel_launch	0.084040	0.000762
1586517716.403005	clEnqueueNDRangeKernel	0.082763	0.000809
1586517716.403012	clsched_kernel_launch	0.084865	0.000825
1586517716.403836	clEnqueueNDRangeKernel	0.083573	0.000810
1586517716.403843	clsched_kernel_launch	0.085691	0.000826
1586517716.404725	clEnqueueNDRangeKernel	0.084441	0.000868
1586517716.404732	clsched_kernel_launch	0.086574	0.000883
1586517716.404869	clsched_decompose	0.088276	0.015611
1586517716.406138	clEnqueueNDRangeKernel	0.085659	0.001218
1586517716.406226	clsched_kernel_launch	0.087889	0.001315
1586517716.407342	clEnqueueNDRangeKernel	0.086654	0.000995
1586517716.407351	clsched_kernel_launch	0.088960	0.001071
1586517716.407826	clEnqueueNDRangeKernel	0.087111	0.000457
1586517716.407833	clsched_kernel_launch	0.089436	0.000476
1586517716.408346	clEnqueueNDRangeKernel	0.087609	0.000498
1586517716.408354	clsched_kernel_launch	0.089951	0.000515
1586517716.408913	clEnqueueNDRangeKernel	0.088148	0.000539
1586517716.408920	clsched_kernel_launch	0.090511	0.000560
1586517716.409377	clEnqueueNDRangeKernel	0.088590	0.000442
